     1.898    239.841 0 # matmult_mnk
     7.594    294.570 0 # matmult_mnk
    30.375    296.087 0 # matmult_mnk
   124.898    302.226 0 # matmult_mnk
   506.461    301.055 0 # matmult_mnk
  2039.648    232.010 0 # matmult_mnk
  8186.273    214.599 0 # matmult_mnk
 32745.094    128.339 0 # matmult_mnk
